166.700000	6.998420E-04
158.300000	8.709636E-04
150.000000	1.000000E-03
141.700000	1.135011E-03
133.300000	1.273503E-03
125.000000	1.412538E-03
116.700000	1.566751E-03
108.300000	1.737801E-03
100.000000	1.972423E-03
91.700000	2.162719E-03
83.300000	2.398833E-03
75.000000	2.722701E-03
66.700000	3.126079E-03
66.700000	2.018366E-04
75.000000	1.840772E-04
83.300000	1.737801E-04
91.700000	1.659587E-04
100.000000	1.659587E-04
108.300000	1.698244E-04
116.700000	1.737801E-04
125.000000	1.798871E-04
133.300000	1.883649E-04
141.700000	2.041738E-04
150.000000	2.238721E-04
158.300000	2.540973E-04
166.700000	3.126079E-04
