191.700000	1.798871E-03
183.300000	2.113489E-03
175.000000	2.454709E-03
166.700000	2.786121E-03
158.300000	3.054921E-03
150.000000	3.349654E-03
141.700000	3.630781E-03
133.300000	3.935501E-03
125.000000	4.120975E-03
116.700000	4.466836E-03
108.300000	4.731513E-03
100.000000	5.011872E-03
91.700000	5.308844E-03
83.300000	5.623413E-03
75.000000	5.888437E-03
66.700000	5.956621E-03
66.700000	7.585776E-04
75.000000	5.370318E-04
83.300000	4.415704E-04
91.700000	3.801894E-04
100.000000	3.548134E-04
108.300000	3.467369E-04
116.700000	3.427678E-04
125.000000	3.467369E-04
133.300000	3.548134E-04
141.700000	3.715352E-04
150.000000	3.935501E-04
158.300000	4.265795E-04
166.700000	4.786301E-04
175.000000	5.432503E-04
183.300000	6.382635E-04
191.700000	7.413102E-04
