166.000000	1.737801E-03
157.700000	2.018366E-03
149.400000	2.454709E-03
141.100000	2.722701E-03
132.800000	3.019952E-03
124.500000	3.273407E-03
116.200000	3.467369E-03
107.900000	3.715352E-03
99.600000	4.027170E-03
91.300000	4.216965E-03
83.000000	4.518559E-03
74.700000	4.518559E-03
66.400000	4.415704E-03
66.400000	1.548817E-03
74.700000	1.109175E-03
83.000000	8.709636E-04
91.300000	7.673615E-04
99.600000	7.079458E-04
107.900000	6.918310E-04
116.200000	6.998420E-04
124.500000	6.998420E-04
132.800000	7.328245E-04
141.100000	7.762471E-04
149.400000	8.317638E-04
157.700000	1.011579E-03
166.000000	1.122018E-03
