321,3329.26,-6.41,51.41,8.02
322,3382.7,-6.3,51.88,7.92
323,3379.59,-6.48,51.84,8.07
324,3408.33,-6.52,51.9,7.88
325,3413.48,-6.46,52.26,7.85
326,3413.34,-6.49,52.0,7.81
327,3320.27,-6.34,51.58,8.5
328,3376.92,-6.75,51.63,8.21
329,3336.57,-6.41,51.83,8.04
330,3395.97,-6.3,52.14,7.96
331,3371.38,-6.49,52.14,8.08
332,3416.68,-6.51,52.02,7.88
333,3402.19,-6.42,52.36,7.84
334,3409.96,-6.44,52.22,7.81
335,3320.42,-6.34,51.38,8.5
336,3370.02,-6.66,51.66,8.21
337,3334.41,-6.38,51.57,8.06
338,3377.7,-6.29,51.84,7.97
339,3386.68,-6.49,51.78,8.09
340,3398.19,-7.03,52.71,7.8
341,3418.96,-6.45,52.03,7.85
342,3403.47,-6.46,51.74,7.84
343,3309.83,-6.31,51.3,8.52
344,3369.41,-6.65,51.48,8.22
345,3327.25,-6.36,51.45,8.07
346,3380.86,-6.3,51.87,8.0
347,3391.21,-6.47,51.96,8.12
348,3403.09,-6.54,51.76,7.93
349,3380.97,-6.44,52.04,7.88
350,3387.92,-6.47,52.04,7.82
351,3294.59,-6.4,51.75,8.46
352,3324.97,-7.11,52.43,8.18
353,3286.53,-6.41,51.91,8.0
354,3330.21,-6.27,52.18,7.96
355,3323.62,-6.51,52.11,8.15
356,3376.93,-6.56,52.03,7.95
357,3347.71,-6.47,52.06,7.9
358,3354.16,-6.48,51.86,7.87
359,3254.2,-6.32,51.2,8.54
360,3314.25,-6.63,51.88,8.2
361,3281.27,-6.33,51.52,8.06
362,3333.44,-6.32,51.99,8.03
363,3326.81,-6.51,51.76,8.19
364,3360.42,-6.5,51.87,7.95
365,3347.86,-6.52,52.06,7.95
366,3357.88,-6.5,52.06,7.89
367,3251.37,-6.32,51.37,8.5
368,3318.45,-6.66,51.71,8.21
369,3290.19,-6.38,51.73,8.07
370,3340.07,-6.32,51.8,8.01
371,3338.69,-6.55,52.04,8.18
372,3364.58,-6.63,51.76,7.99
373,3344.47,-6.57,51.98,7.95
374,3348.59,-6.54,52.1,7.88
375,3248.41,-6.45,51.3,8.57
376,3320.03,-6.75,51.68,8.23
377,3287.71,-6.42,51.92,8.02
378,3342.85,-6.36,52.06,7.99
379,3335.33,-6.66,51.73,8.19
380,3365.04,-6.73,51.72,7.98
381,3336.31,-6.73,51.99,7.94
382,3344.81,-6.85,51.53,7.92
383,3220.48,-7.0,50.04,8.74
384,3142.01,-6.97,51.41,7.98
385,3042.81,-6.93,51.13,7.99
386,3077.21,-6.73,51.54,7.89
387,3099.34,-7.09,51.32,8.17
388,3145.06,-7.09,51.55,7.99
389,3103.53,-7.07,51.2,8.02
390,3117.46,-6.9,51.69,7.86
391,3091.16,-6.84,50.9,8.54
392,3138.81,-7.22,51.19,8.25
393,3073.15,-6.74,51.67,7.96
394,3113.41,-6.66,51.67,7.95
395,3141.43,-6.96,51.4,8.17
396,3177.29,-6.92,51.87,7.94
397,3151.49,-6.89,51.81,7.95
398,3165.48,-6.88,51.6,7.92
399,3113.0,-6.71,51.04,8.52
400,3151.23,-6.98,51.84,8.16
401,3082.27,-6.66,51.43,8.02
402,3117.12,-6.58,51.66,7.94
403,3147.15,-6.71,51.64,8.13
404,3210.24,-6.82,51.86,7.94
405,3174.63,-6.86,51.39,7.96
406,3157.73,-7.35,51.18,7.86
407,3128.05,-6.6,51.22,8.48
408,3170.57,-6.95,51.37,8.23
409,3106.73,-6.53,51.69,7.99
410,3144.96,-6.4,51.87,7.9
411,3171.52,-6.64,51.5,8.16
412,3209.14,-6.75,51.85,7.97
413,3165.9,-6.73,51.72,7.99
414,3174.16,-6.7,51.34,7.95
415,3136.08,-6.52,51.0,8.57
416,3186.39,-6.79,51.41,8.19
417,3128.45,-6.39,51.93,7.95
418,3152.01,-6.31,52.03,7.93
419,3193.03,-6.52,51.79,8.13
420,3222.33,-6.55,52.15,7.89
421,3184.79,-6.64,51.66,7.99
422,3183.48,-6.64,51.38,7.98
423,3158.77,-6.43,50.67,8.55
424,3190.55,-6.7,51.35,8.21
425,3129.19,-6.29,51.51,7.99
426,3175.43,-6.21,51.77,7.92
427,3199.15,-6.38,51.55,8.11
428,3233.47,-6.4,51.8,7.92
429,3200.93,-6.51,51.37,8.0
430,3212.7,-6.54,51.19,7.97
431,3151.04,-6.37,50.68,8.6
432,3220.84,-6.65,51.22,8.2
433,3151.49,-6.21,51.81,7.96
434,3179.29,-6.13,52.05,7.92
435,3199.24,-6.31,51.72,8.1
436,3237.08,-6.41,52.04,7.88
437,3199.14,-6.39,51.76,7.92
438,3210.7,-6.51,51.59,7.93
439,3168.06,-6.36,50.77,8.6
440,3210.29,-6.62,51.34,8.25
441,3131.04,-6.14,51.83,7.95
442,3188.38,-6.08,52.07,7.88
443,3219.12,-6.27,52.03,8.06
444,3241.12,-6.32,52.1,7.85
445,3218.45,-6.32,52.21,7.89
446,3204.69,-6.42,51.61,7.92
447,3161.25,-6.31,50.67,8.58
448,3192.83,-6.7,50.67,8.31
449,3156.97,-6.27,51.58,8.05
450,3189.93,-6.12,52.28,7.96
451,3213.75,-6.24,52.04,8.1
452,3247.53,-6.25,52.33,7.87
453,3214.02,-6.27,52.29,7.89
454,3227.64,-6.26,52.46,7.85
455,3174.61,-6.19,51.47,8.54
456,3219.23,-6.61,51.68,8.3
457,3154.07,-6.23,51.85,8.08
458,3194.8,-6.14,52.56,7.97
459,3220.36,-6.27,52.29,8.13
460,3252.43,-6.28,52.79,7.89
461,3220.73,-6.23,52.34,7.87
462,3225.09,-6.5,52.22,7.66
463,3188.04,-6.17,51.6,8.5
464,3240.2,-6.53,51.63,8.28
465,3166.03,-6.18,51.81,8.1
466,3208.86,-6.13,52.28,8.02
467,3226.26,-6.19,52.05,8.17
468,3274.38,-6.04,52.39,7.92
469,3230.6,-6.22,52.3,7.91
470,3244.05,-6.11,52.33,7.9
471,3175.2,-6.08,51.61,8.55
472,3257.02,-6.48,51.64,8.27
473,3183.7,-6.23,51.86,8.11
474,3220.47,-6.0,52.32,8.04
475,3244.03,-6.24,52.45,8.15
476,3276.03,-6.24,52.96,7.93
477,3231.45,-6.28,52.75,7.95
478,3241.88,-6.21,52.61,7.89
479,3188.15,-6.05,52.01,8.51
480,3239.96,-6.49,52.19,8.25
481,3165.26,-6.21,52.38,8.09
482,3214.12,-6.13,52.91,8.02
483,3223.16,-5.99,52.32,8.22
484,3273.05,-6.33,52.48,7.98
485,3206.07,-5.97,52.21,7.98
486,3223.36,-6.17,52.5,7.93
487,3171.22,-5.84,51.78,8.55
488,3233.65,-6.82,52.22,8.1
489,3179.09,-6.17,52.22,8.06
490,3211.13,-6.19,52.46,8.09
491,3240.09,-6.08,52.25,8.25
492,3275.91,-5.95,52.82,7.96
493,3232.05,-7.05,52.7,7.79
494,3231.51,-6.13,52.32,7.96
495,3173.45,-5.69,52.26,8.55
496,3247.86,-6.48,52.35,8.26
497,3174.28,-6.17,52.55,8.13
498,3229.95,-5.52,53.19,8.07
499,3252.61,-5.85,52.96,8.24
500,3277.15,-6.37,52.88,8.02
501,3213.52,-6.32,52.76,8.01
502,3229.35,-6.06,52.8,7.96
503,3187.22,-5.97,52.49,8.6
504,3240.9,-6.55,52.35,8.29
505,3184.23,-6.19,52.67,8.08
506,3234.94,-5.97,52.91,8.06
507,3240.6,-6.45,52.6,8.26
508,3280.94,-6.07,53.36,7.99
509,3208.68,-6.59,52.51,7.99
510,3225.57,-6.78,52.72,7.96
511,3197.21,-6.94,52.23,8.28
512,3125.49,-8.23,52.23,8.54
513,3128.82,-6.68,53.39,8.0
514,3122.68,-6.6,53.46,7.98
515,3142.37,-6.89,53.04,8.31
516,3218.08,-6.82,53.19,8.08
517,3225.05,-6.79,53.33,8.06
518,3257.07,-6.66,53.33,8.01
519,3191.89,-6.37,52.81,8.64
520,3213.28,-6.81,52.34,8.34
521,3190.13,-6.52,53.39,8.2
522,3195.66,-6.45,52.83,8.12
523,3221.64,-6.69,52.63,8.37
524,3282.52,-6.71,53.11,8.06
525,3296.49,-6.61,53.02,8.08
526,3338.46,-6.52,53.26,8.05
527,3268.39,-6.42,52.7,8.62
528,3284.72,-6.32,53.21,8.28
529,3220.37,-6.58,53.01,8.23
530,3233.67,-6.38,52.95,8.11
531,3268.83,-6.55,53.08,8.32
532,3343.83,-6.56,53.44,8.05
533,3332.82,-6.34,53.61,8.09
534,3363.07,-6.43,53.25,8.03
535,3322.22,-5.58,53.74,8.59
536,3311.23,-6.43,52.96,8.28
537,3276.8,-6.37,53.13,8.2
538,3293.43,-6.17,53.28,8.05
539,3288.45,-6.49,52.92,8.3
540,3388.75,-6.34,53.51,8.04
541,3386.38,-6.31,53.18,8.06
542,3418.15,-6.47,52.76,8.07
543,3324.14,-6.24,52.27,8.63
544,3396.26,-6.44,52.56,8.27
545,3351.06,-6.14,53.18,8.19
546,3336.02,-6.14,52.77,8.09
547,3377.49,-6.19,52.95,8.28
548,3444.5,-6.18,53.29,8.04
549,3435.84,-6.21,53.04,8.09
550,3463.84,-6.3,52.65,8.07
551,3395.29,-6.11,52.43,8.61
552,3426.59,-6.24,53.01,8.24
553,3364.27,-6.07,53.08,8.19
554,3388.7,-5.98,53.43,8.06
555,3406.63,-6.21,53.25,8.23
556,3492.39,-6.2,53.57,7.99
557,3476.79,-5.98,53.55,8.06
558,3487.57,-6.29,53.07,8.04
559,3416.62,-6.1,52.72,8.62
560,3467.3,-6.21,52.59,8.21
561,3467.3,-6.21,52.59,8.21
562,3414.0,-6.19,52.65,8.2
563,3414.0,-6.19,52.65,8.2
564,3504.41,-6.18,53.04,7.99
565,3496.19,-5.9,53.21,8.01
566,3518.23,-5.88,52.79,8.07
567,3407.42,-6.09,51.96,8.66
568,3458.33,-6.26,52.44,8.29
569,3411.59,-6.06,52.75,8.17
570,3411.27,-5.87,52.96,8.05
571,3429.9,-6.12,52.85,8.21
572,3494.98,-6.11,53.0,7.96
573,3491.25,-6.03,53.18,7.97
574,3497.86,-6.23,52.82,8.01
575,3410.85,-6.04,51.87,8.64
576,3434.14,-6.3,51.32,8.37
577,3393.8,-6.18,52.28,8.25
578,3395.81,-5.9,52.47,8.11
579,3412.77,-6.06,52.62,8.24
580,3472.31,-6.13,52.63,8.02
581,3464.14,-6.0,52.87,8.0
582,3476.94,-6.1,52.58,8.01
583,3377.75,-5.96,52.14,8.66
584,3435.58,-6.24,51.74,8.37
585,3388.32,-6.12,52.26,8.3
586,3390.54,-5.9,52.26,8.17
587,3411.48,-6.09,52.41,8.32
588,3459.99,-6.09,52.92,8.03
589,3436.78,-6.0,52.89,8.01
590,3471.63,-6.07,52.78,8.01
591,3401.78,-5.99,52.18,8.63
592,3441.03,-6.21,52.35,8.33
593,3391.89,-6.1,52.54,8.28
594,3397.67,-5.93,52.57,8.16
595,3408.22,-6.08,52.8,8.3
596,3475.29,-6.11,52.97,8.03
597,3443.27,-6.01,53.22,8.01
598,3474.42,-6.12,52.68,8.04
599,3391.19,-5.95,52.06,8.64
600,3441.89,-6.17,52.13,8.34
601,3398.13,-6.09,52.11,8.31
602,3391.29,-5.91,52.11,8.21
603,3410.28,-6.05,52.27,8.33
604,3455.11,-6.09,52.63,8.07
605,3440.89,-6.04,52.68,8.07
606,3474.27,-6.07,52.51,8.03
607,3395.69,-5.93,52.06,8.66
608,3436.37,-6.14,51.8,8.34
609,3385.96,-6.08,52.15,8.32
610,3382.69,-5.91,52.33,8.19
611,3391.67,-6.15,52.32,8.38
612,3453.43,-6.15,52.76,8.08
613,3438.37,-6.07,52.73,8.06
614,3475.49,-6.14,52.81,8.03
615,3380.65,-5.99,52.19,8.66
616,3454.32,-6.2,52.11,8.33
617,3408.43,-6.06,52.44,8.28
618,3401.03,-6.0,52.39,8.22
619,3404.32,-6.19,52.14,8.4
620,3461.24,-6.22,52.68,8.08
621,3450.85,-6.13,52.75,8.09
622,3450.69,-6.15,52.52,8.06
623,3388.93,-6.0,52.06,8.64
624,3462.81,-6.2,52.1,8.34
625,3398.87,-6.14,52.23,8.31
626,3393.26,-5.96,52.29,8.2
627,3400.52,-6.18,52.31,8.37
628,3457.25,-6.25,52.66,8.1
629,3427.38,-6.2,52.61,8.09
630,3456.65,-6.23,52.51,8.05
631,3356.59,-6.13,51.74,8.7
632,3448.25,-6.32,52.21,8.33
633,3394.87,-6.21,52.66,8.23
634,3391.67,-6.08,52.65,8.15
635,3380.72,-6.37,52.43,8.37
636,3430.72,-6.43,52.96,8.04
637,3407.75,-6.42,53.12,8.03
638,3422.65,-6.63,52.72,8.07
639,3308.19,-6.82,51.2,8.89
640,3206.74,-6.78,52.44,7.82
641,3123.88,-7.0,51.7,7.98
642,3158.5,-6.77,52.08,7.83
643,3184.33,-7.07,51.44,8.11
644,3241.53,-7.13,51.55,7.92
645,3196.72,-7.05,51.49,7.95
646,3214.65,-7.0,51.59,7.85
647,3099.41,-6.84,50.53,8.52
648,3170.85,-7.13,51.13,8.17
649,3140.94,-6.83,51.52,8.02
650,3175.49,-6.62,51.53,7.92
651,3171.84,-6.96,50.94,8.17
652,3256.8,-6.97,51.55,7.91
653,3211.76,-6.88,51.36,7.91
654,3228.66,-6.95,51.47,7.9
655,3125.75,-6.7,51.05,8.46
656,3167.68,-6.95,51.43,8.09
657,3138.29,-6.77,51.49,8.01
658,3176.42,-6.59,51.77,7.89
659,3204.28,-6.84,51.44,8.11
660,3266.54,-6.89,51.9,7.87
661,3216.69,-6.84,51.58,7.92
662,3227.73,-6.84,51.6,7.86
663,3124.32,-6.57,51.2,8.43
664,3167.17,-6.87,51.34,8.09
665,3137.36,-6.64,51.29,8.03
666,3169.1,-6.44,51.71,7.87
667,3190.71,-6.69,51.07,8.11
668,3259.21,-6.77,51.24,7.9
669,3218.0,-6.73,51.37,7.9
670,3221.39,-6.8,50.96,7.91
671,3106.81,-6.55,50.67,8.48
672,3209.92,-6.77,51.22,8.08
673,3162.52,-6.57,51.5,8.0
674,3193.74,-6.39,51.4,7.85
675,3219.69,-6.63,51.19,8.06
676,3291.29,-6.68,51.44,7.85
677,3251.04,-6.71,51.11,7.91
678,3265.94,-6.75,51.24,7.88
679,3143.18,-6.49,50.58,8.45
680,3214.5,-6.72,51.41,8.06
681,3183.15,-6.49,51.6,7.97
682,3228.41,-6.33,51.77,7.83
683,3252.5,-6.54,51.68,8.0
684,3311.65,-6.62,51.84,7.84
685,3266.63,-6.6,51.58,7.88
686,3279.4,-6.71,51.45,7.87
687,3167.39,-6.47,50.83,8.46
688,3230.24,-6.71,51.11,8.08
689,3199.52,-6.41,51.15,7.97
690,3242.32,-6.23,51.49,7.82
691,3244.7,-6.48,51.0,8.07
692,3337.12,-6.51,51.16,7.84
693,3274.45,-6.5,51.19,7.87
694,3289.26,-6.63,50.82,7.9
695,3164.11,-6.4,50.1,8.51
696,3243.73,-6.63,50.64,8.11
697,3218.51,-6.39,51.04,8.0
698,3246.95,-6.18,51.18,7.82
