25.000000	45.300000
30.000000	46.900000
35.000000	44.800000
40.000000	41.400000
45.000000	38.700000
50.000000	35.500000
55.000000	32.500000
60.000000	30.100000
65.000000	28.700000
70.000000	25.400000
75.000000	23.100000
80.000000	22.400000
85.000000	21.400000
90.000000	20.000000
95.000000	18.300000
100.000000	17.200000
105.000000	17.100000
110.000000	15.800000
115.000000	14.200000
120.000000	13.700000
125.000000	13.800000
130.000000	13.100000
135.000000	11.800000
140.000000	9.500000
145.000000	9.200000
150.000000	8.100000
155.000000	9.400000
160.000000	10.200000
165.000000	10.300000
170.000000	9.500000
175.000000	7.100000
180.000000	6.700000
185.000000	6.700000
190.000000	6.100000
195.000000	3.200000
200.000000	3.100000
