200.000000	2.041738E-03
191.700000	2.238721E-03
183.300000	2.454709E-03
175.000000	2.660725E-03
166.700000	2.884032E-03
158.300000	3.198895E-03
150.000000	3.349654E-03
141.700000	3.672823E-03
133.300000	3.890451E-03
125.000000	4.120975E-03
116.700000	4.415704E-03
108.300000	4.623810E-03
100.000000	4.954502E-03
91.700000	5.248075E-03
83.300000	5.432503E-03
75.000000	5.623413E-03
66.700000	5.821032E-03
66.700000	6.456542E-04
75.000000	5.370318E-04
83.300000	4.365158E-04
91.700000	3.758374E-04
100.000000	3.467369E-04
108.300000	3.349654E-04
116.700000	3.311311E-04
125.000000	3.273407E-04
133.300000	3.349654E-04
141.700000	3.427678E-04
150.000000	3.589219E-04
158.300000	3.758374E-04
166.700000	4.073803E-04
175.000000	4.415704E-04
183.300000	4.786301E-04
191.700000	5.011872E-04
200.000000	5.559043E-04
