200.000000	1.972423E-03
191.700000	2.187762E-03
183.300000	2.398833E-03
175.000000	2.630268E-03
166.700000	2.851018E-03
158.300000	3.162278E-03
150.000000	3.349654E-03
141.700000	3.630781E-03
133.300000	3.845918E-03
125.000000	4.120975E-03
116.700000	4.365158E-03
108.300000	4.623810E-03
100.000000	4.897788E-03
91.700000	5.188000E-03
83.300000	5.432503E-03
75.000000	5.559043E-03
66.700000	5.688529E-03
66.700000	8.413951E-04
75.000000	6.025596E-04
83.300000	4.623810E-04
91.700000	3.935501E-04
100.000000	3.589219E-04
108.300000	3.427678E-04
116.700000	3.388442E-04
125.000000	3.388442E-04
133.300000	3.427678E-04
141.700000	3.548134E-04
150.000000	3.672823E-04
158.300000	3.890451E-04
166.700000	4.216965E-04
175.000000	4.623810E-04
183.300000	5.069907E-04
191.700000	5.248075E-04
200.000000	5.956621E-04
