166.700000	4.677351E-04
158.300000	6.456542E-04
150.000000	7.328245E-04
141.700000	8.413951E-04
133.300000	9.225714E-04
125.000000	1.011579E-03
116.700000	1.083927E-03
108.300000	1.174898E-03
100.000000	1.258925E-03
91.700000	1.318257E-03
83.300000	1.348963E-03
75.000000	1.318257E-03
66.700000	1.161449E-03
66.700000	5.956621E-04
75.000000	3.801894E-04
83.300000	2.818383E-04
91.700000	2.344229E-04
100.000000	2.137962E-04
108.300000	2.065380E-04
116.700000	2.041738E-04
125.000000	2.041738E-04
133.300000	2.137962E-04
141.700000	2.238721E-04
150.000000	2.426610E-04
158.300000	2.722701E-04
166.700000	3.630781E-04
