202,3326.24,-6.55,53.33,7.8);
203,3342.5,-6.7,53.49,7.94);
204,3382.31,-7.35,54.22,7.64);
205,3372.46,-6.69,53.87,7.68);
206,3405.9,-6.7,53.63,7.69);
207,3287.88,-6.69,53.01,8.35);
208,3366.17,-7.03,53.27,8.08);
209,3311.87,-6.67,53.38,7.91);
210,3322.29,-6.55,53.34,7.83);
211,3338.83,-6.75,53.58,7.97);
212,3394.51,-6.72,53.6,7.73);
213,3381.22,-6.71,53.91,7.75);
214,3399.83,-6.74,53.36,7.72);
215,3279.17,-6.61,52.65,8.35);
216,3382.48,-6.97,52.92,8.08);
217,3318.29,-6.67,53.18,7.93);
218,3340.48,-6.54,52.89,7.84);
219,3346.1,-6.62,53.37,7.98);
220,3407.83,-6.71,53.32,7.79);
221,3387.98,-6.73,53.32,7.78);
222,3410.96,-6.74,53.37,7.74);
223,3282.16,-6.61,52.77,8.35);
224,3422.8,-6.96,53.03,8.08);
225,3346.62,-6.67,53.42,7.91);
226,3369.74,-6.55,53.3,7.85);
227,3372.37,-6.74,53.56,8.01);
228,3437.39,-6.79,53.74,7.79);
229,3404.94,-6.75,53.77,7.77);
230,3443.6,-6.74,53.6,7.75);
231,3309.31,-6.66,52.89,8.37);
232,3410.2,-6.97,53.1,8.07);
233,3361.59,-6.63,53.41,7.9);
234,3375.35,-6.6,53.07,7.88);
235,3382.41,-6.77,53.2,8.04);
236,3447.83,-6.78,53.36,7.78);
237,3407.35,-6.77,53.58,7.82);
238,3441.04,-6.8,53.16,7.77);
239,3299.65,-6.67,52.19,8.39);
240,3430.69,-6.98,52.77,8.09);
241,3362.49,-6.65,52.71,7.94);
242,3402.83,-6.57,52.73,7.87);
243,3398.02,-6.8,53.05,8.05);
244,3450.35,-6.85,52.81,7.84);
245,3422.36,-6.84,52.9,7.84);
246,3453.42,-6.84,52.65,7.79);
247,3318.48,-6.75,51.74,8.42);
248,3446.21,-7.07,52.18,8.11);
249,3389.78,-6.7,52.72,7.9);
250,3402.13,-6.66,52.53,7.86);
251,3418.6,-6.92,52.49,8.04);
252,3462.68,-6.97,52.7,7.77);
253,3454.38,-6.99,52.64,7.78);
254,3452.48,-7.13,52.26,7.77);
255,3313.34,-7.17,50.97,8.47);
256,3335.38,-7.24,52.5,7.82);
257,3242.36,-7.12,52.09,7.82);
258,3289.24,-6.93,52.34,7.71);
259,3301.43,-7.25,51.99,7.99);
260,3317.52,-7.25,51.46,7.84);
261,3326.12,-7.19,51.76,7.81);
262,3337.28,-7.11,52.28,7.7);
263,3240.33,-7.03,51.26,8.37);
264,3304.13,-7.36,51.88,8.06);
265,3251.66,-6.94,52.4,7.81);
266,3322.29,-6.83,52.06,7.78);
267,3332.88,-7.14,51.99,7.99);
268,3386.83,-7.08,51.54,7.79);
269,3378.52,-7.06,52.22,7.75);
270,3373.51,-7.13,52.23,7.73);
271,3276.71,-6.93,51.58,8.34);
272,3320.93,-7.17,52.29,7.97);
273,3289.93,-6.9,51.85,7.85);
274,3359.14,-6.78,52.24,7.76);
275,3341.44,-6.99,52.15,7.97);
276,3376.14,-7.03,51.62,7.8);
277,3377.26,-7.01,51.92,7.78);
278,3378.79,-6.99,51.88,7.73);
279,3273.61,-6.79,51.25,8.33);
280,3346.31,-7.1,51.55,8.02);
281,3296.3,-6.75,51.64,7.83);
282,3347.53,-6.59,51.8,7.73);
283,3358.24,-6.9,51.84,7.96);
284,3385.31,-6.96,51.31,7.81);
285,3392.12,-6.87,51.89,7.77);
286,3389.73,-7.0,51.88,7.77);
287,3284.23,-6.75,51.24,8.36);
288,3374.1,-7.03,51.97,8.0);
289,3313.02,-6.65,51.95,7.8);
290,3375.97,-6.54,52.17,7.73);
291,3374.36,-6.78,52.06,7.93);
292,3409.02,-6.8,51.84,7.75);
293,3405.56,-6.83,52.17,7.77);
294,3399.15,-6.92,51.92,7.75);
295,3315.84,-6.66,51.43,8.35);
296,3366.69,-6.93,51.88,8.0);
297,3307.78,-6.56,51.9,7.81);
298,3378.34,-6.45,52.05,7.73);
299,3373.17,-6.66,52.05,7.9);
300,3414.65,-6.75,51.76,7.74);
301,3407.95,-6.77,51.84,7.71);
302,3357.61,-7.22,51.65,7.8);
303,3313.26,-6.7,51.25,8.32);
304,3374.98,-6.92,51.51,7.98);
305,3331.11,-6.98,52.54,7.75);
306,3409.41,-6.37,52.33,7.65);
307,3390.77,-6.57,51.88,7.85);
308,3393.37,-7.16,52.61,7.65);
309,3405.55,-6.67,51.97,7.68);
310,3408.73,-6.83,51.86,7.73);
311,3300.17,-6.61,51.35,8.36);
312,3367.04,-6.86,51.87,8.02);
313,3314.0,-6.42,51.94,7.79);
314,3376.15,-6.3,52.02,7.69);
315,3382.75,-6.51,52.15,7.86);
316,3408.98,-6.56,51.88,7.68);
317,3395.04,-6.54,52.34,7.67);
318,3396.92,-6.73,51.79,7.72);
319,3300.71,-6.57,50.81,8.4);
320,3370.39,-6.94,50.72,8.13);
321,3333.32,-6.53,51.45,7.89);
322,3389.04,-6.38,51.96,7.76);
323,3385.17,-6.56,51.91,7.92);
324,3416.42,-6.55,51.94,7.72);
325,3420.33,-6.52,52.33,7.7);
326,3417.9,-6.59,52.05,7.68);
327,3324.79,-6.46,51.65,8.35);
328,3380.75,-6.86,51.67,8.08);
329,3340.64,-6.53,51.88,7.9);
330,3402.11,-6.38,52.21,7.8);
331,3377.12,-6.58,52.2,7.94);
332,3424.16,-6.55,52.06,7.73);
333,3409.06,-6.48,52.43,7.69);
334,3414.14,-6.54,52.26,7.68);
335,3325.09,-6.46,51.46,8.35);
336,3373.52,-6.79,51.69,8.08);
337,3338.59,-6.5,51.62,7.93);
338,3383.72,-6.37,51.91,7.83);
339,3392.95,-6.56,51.85,7.94);
340,3400.31,-7.0,52.66,7.67);
341,3426.05,-6.51,52.1,7.7);
342,3408.11,-6.56,51.79,7.71);
343,3314.21,-6.43,51.36,8.38);
344,3373.02,-6.78,51.5,8.1);
345,3331.15,-6.48,51.49,7.94);
346,3386.79,-6.39,51.92,7.85);
347,3396.68,-6.56,52.02,7.97);
348,3410.33,-6.58,51.81,7.77);
349,3387.76,-6.51,52.1,7.73);
350,3392.57,-6.57,52.09,7.68);
351,3299.34,-6.52,51.82,8.31);
352,3333.21,-7.07,52.43,8.01);
353,3290.44,-6.53,51.94,7.87);
354,3336.62,-6.35,52.25,7.81);
355,3328.99,-6.6,52.17,8.01);
356,3384.07,-6.6,52.08,7.79);
357,3354.33,-6.54,52.12,7.75);
358,3358.68,-6.58,51.91,7.73);
359,3258.67,-6.45,51.29,8.4);
360,3318.06,-6.75,51.91,8.07);
361,3285.05,-6.46,51.56,7.93);
362,3339.28,-6.4,52.06,7.88);
363,3332.47,-6.6,51.83,8.05);
364,3367.34,-6.55,51.92,7.8);
365,3354.39,-6.59,52.12,7.8);
366,3362.06,-6.61,52.1,7.76);
367,3255.59,-6.44,51.43,8.37);
368,3322.33,-6.77,51.75,8.08);
369,3294.24,-6.51,51.76,7.94);
370,3345.89,-6.41,51.86,7.86);
371,3343.74,-6.64,52.1,8.03);
372,3371.31,-6.69,51.82,7.84);
373,3351.06,-6.63,52.05,7.8);
374,3353.24,-6.64,52.15,7.74);
375,3252.87,-6.58,51.36,8.44);
376,3324.01,-6.86,51.72,8.09);
377,3291.64,-6.54,51.96,7.89);
378,3348.64,-6.45,52.12,7.84);
379,3340.39,-6.75,51.79,8.05);
380,3372.02,-6.77,51.79,7.82);
381,3342.51,-6.8,52.05,7.79);
382,3349.62,-6.93,51.61,7.78);
383,3224.85,-7.11,50.12,8.59);
384,3146.75,-7.05,51.49,7.84);
385,3048.24,-6.99,51.21,7.84);
386,3082.5,-6.79,51.61,7.74);
387,3104.21,-7.16,51.38,8.03);
388,3150.87,-7.13,51.63,7.83);
389,3108.43,-7.13,51.3,7.86);
390,3124.25,-6.92,51.79,7.69);
391,3094.07,-6.98,50.95,8.42);
392,3142.94,-7.31,51.25,8.11);
393,3078.52,-6.81,51.74,7.81);
394,3118.69,-6.74,51.74,7.8);
395,3146.34,-7.04,51.47,8.03);
396,3183.1,-6.98,51.94,7.78);
397,3156.41,-6.96,51.89,7.8);
398,3172.14,-6.91,51.68,7.76);
399,3116.0,-6.86,51.08,8.4);
400,3155.4,-7.07,51.9,8.02);
401,3087.49,-6.74,51.5,7.87);
402,3122.86,-6.65,51.73,7.79);
403,3151.91,-6.79,51.69,7.98);
404,3215.68,-6.87,51.95,7.79);
405,3179.82,-6.93,51.48,7.81);
406,3162.91,-7.38,51.17,7.71);
407,3130.82,-6.76,51.25,8.36);
408,3174.8,-7.05,51.44,8.09);
409,3112.15,-6.61,51.76,7.85);
410,3150.52,-6.48,51.94,7.76);
411,3176.03,-6.74,51.56,8.02);
412,3214.96,-6.81,51.94,7.81);
413,3170.51,-6.82,51.79,7.84);
414,3180.22,-6.76,51.42,7.8);
415,3138.25,-6.69,51.02,8.46);
416,3190.57,-6.89,51.48,8.05);
417,3133.92,-6.48,51.99,7.81);
418,3157.17,-6.41,52.09,7.79);
419,3197.38,-6.63,51.84,7.99);
420,3227.74,-6.62,52.22,7.74);
421,3189.6,-6.73,51.73,7.85);
422,3189.19,-6.71,51.45,7.83);
423,3160.98,-6.6,50.69,8.44);
424,3194.47,-6.81,51.4,8.07);
425,3134.23,-6.39,51.57,7.84);
426,3181.0,-6.3,51.83,7.78);
427,3203.7,-6.49,51.59,7.98);
428,3238.93,-6.48,51.87,7.77);
429,3205.47,-6.61,51.43,7.86);
430,3218.41,-6.61,51.26,7.82);
431,3153.19,-6.55,50.67,8.49);
432,3224.76,-6.76,51.28,8.07);
433,3156.67,-6.3,51.87,7.82);
434,3184.47,-6.24,52.09,7.78);
435,3203.82,-6.41,51.76,7.96);
436,3242.67,-6.48,52.12,7.73);
437,3203.48,-6.5,51.82,7.78);
438,3216.45,-6.58,51.65,7.78);
439,3170.48,-6.54,50.78,8.49);
440,3214.22,-6.74,51.4,8.12);
441,3136.5,-6.24,51.88,7.81);
442,3193.75,-6.18,52.13,7.74);
443,3224.12,-6.37,52.08,7.92);
444,3246.53,-6.39,52.2,7.7);
445,3222.79,-6.43,52.26,7.75);
446,3210.31,-6.5,51.68,7.77);
447,3163.96,-6.48,50.69,8.46);
448,3196.81,-6.82,50.73,8.18);
449,3162.42,-6.36,51.65,7.9);
450,3195.05,-6.22,52.34,7.81);
451,3218.64,-6.35,52.1,7.96);
452,3253.2,-6.34,52.4,7.72);
453,3218.35,-6.38,52.34,7.76);
454,3232.73,-6.35,52.52,7.71);
455,3176.31,-6.38,51.45,8.44);
456,3222.67,-6.74,51.72,8.17);
457,3159.01,-6.33,51.91,7.94);
458,3200.41,-6.24,52.62,7.82);
459,3225.0,-6.38,52.33,7.99);
460,3258.03,-6.36,52.86,7.74);
461,3225.53,-6.33,52.41,7.73);
462,3230.84,-6.51,52.24,7.51);
463,3190.31,-6.35,51.6,8.39);
464,3243.56,-6.66,51.67,8.16);
465,3171.55,-6.27,51.89,7.95);
466,3214.34,-6.23,52.35,7.88);
467,3230.81,-6.3,52.12,8.03);
468,3279.46,-6.14,52.45,7.78);
469,3235.18,-6.33,52.34,7.78);
470,3248.68,-6.22,52.37,7.76);
471,3177.63,-6.26,51.62,8.43);
472,3260.36,-6.62,51.66,8.15);
473,3188.94,-6.32,51.93,7.96);
474,3225.34,-6.12,52.38,7.9);
475,3248.89,-6.35,52.51,8.01);
476,3281.52,-6.32,53.03,7.78);
477,3235.79,-6.39,52.81,7.81);
478,3246.71,-6.31,52.66,7.76);
479,3190.55,-6.23,52.0,8.4);
480,3243.65,-6.62,52.22,8.12);
481,3170.44,-6.3,52.45,7.94);
482,3219.31,-6.23,52.99,7.87);
483,3227.04,-6.13,52.36,8.09);
484,3278.56,-6.41,52.54,7.83);
485,3210.03,-6.1,52.25,7.85);
486,3227.78,-6.28,52.55,7.79);
487,3172.65,-6.04,51.75,8.45);
488,3238.9,-6.83,52.21,7.95);
489,3184.72,-6.27,52.29,7.91);
490,3216.63,-6.29,52.52,7.94);
491,3243.87,-6.22,52.29,8.12);
492,3280.56,-6.06,52.86,7.83);
493,3241.55,-7.08,52.79,7.62);
494,3235.8,-6.25,52.36,7.83);
495,3175.4,-5.9,52.24,8.45);
496,3251.31,-6.61,52.39,8.13);
497,3179.11,-6.27,52.62,7.98);
498,3233.65,-5.68,53.2,7.95);
499,3256.31,-6.0,52.98,8.12);
500,3282.15,-6.45,52.95,7.88);
501,3218.04,-6.43,52.8,7.88);
502,3233.41,-6.19,52.84,7.83);
503,3189.36,-6.15,52.49,8.49);
504,3244.53,-6.68,52.4,8.16);
505,3189.56,-6.28,52.74,7.93);
506,3239.7,-6.09,52.97,7.92);
507,3245.05,-6.56,52.67,8.12);
508,3285.48,-6.19,53.39,7.86);
509,3213.67,-6.68,52.58,7.84);
510,3230.88,-6.84,52.82,7.81);
511,3208.28,-6.94,52.4,8.08);
512,3131.07,-8.25,52.13,8.41);
513,3133.55,-6.77,53.45,7.86);
514,3127.22,-6.7,53.5,7.85);
515,3146.9,-6.98,53.07,8.17);
516,3222.84,-6.9,53.23,7.94);
517,3230.33,-6.88,53.38,7.92);
518,3261.94,-6.76,53.36,7.87);
519,3194.84,-6.54,52.79,8.53);
520,3217.85,-6.91,52.4,8.19);
521,3193.93,-6.64,53.42,8.07);
522,3199.58,-6.58,52.86,7.99);
523,3225.82,-6.81,52.64,8.24);
524,3287.55,-6.79,53.16,7.92);
525,3301.74,-6.71,53.07,7.94);
526,3342.99,-6.62,53.29,7.92);
527,3271.68,-6.58,52.71,8.5);
528,3288.03,-6.45,53.22,8.16);
529,3224.16,-6.7,53.04,8.1);
530,3237.43,-6.51,52.98,7.98);
531,3273.3,-6.67,53.1,8.19);
532,3348.91,-6.65,53.48,7.91);
533,3336.9,-6.46,53.64,7.97);
534,3367.56,-6.53,53.3,7.89);
535,3324.0,-5.79,53.65,8.5);
536,3314.69,-6.55,52.97,8.16);
537,3280.64,-6.5,53.15,8.08);
538,3297.15,-6.3,53.3,7.93);
539,3292.86,-6.6,52.96,8.16);
540,3393.71,-6.45,53.54,7.91);
541,3391.35,-6.43,53.21,7.93);
542,3422.72,-6.57,52.81,7.93);
543,3327.86,-6.4,52.29,8.5);
544,3400.27,-6.56,52.58,8.14);
545,3354.43,-6.28,53.18,8.07);
546,3339.98,-6.28,52.79,7.97);
547,3381.44,-6.33,52.95,8.16);
548,3449.1,-6.3,53.31,7.91);
549,3440.6,-6.33,53.07,7.97);
550,3468.88,-6.42,52.69,7.94);
551,3398.55,-6.29,52.43,8.49);
552,3429.91,-6.38,53.02,8.12);
553,3367.59,-6.21,53.08,8.07);
554,3392.39,-6.12,53.43,7.94);
555,3411.51,-6.33,53.27,8.1);
556,3497.28,-6.32,53.59,7.86);
557,3480.78,-6.13,53.54,7.94);
558,3491.97,-6.41,53.1,7.91);
559,3420.0,-6.27,52.73,8.51);
560,3470.2,-6.35,52.59,8.1);
561,3470.2,-6.35,52.59,8.1);
562,3418.46,-6.31,52.67,8.07);
563,3418.46,-6.31,52.67,8.07);
564,3509.5,-6.29,53.07,7.86);
565,3500.46,-6.05,53.22,7.89);
566,3521.23,-6.04,52.77,7.96);
567,3410.81,-6.27,51.96,8.55);
568,3461.33,-6.42,52.43,8.18);
569,3415.08,-6.21,52.75,8.05);
570,3414.83,-6.02,52.96,7.93);
571,3434.09,-6.26,52.85,8.09);
572,3500.29,-6.23,53.02,7.83);
573,3496.82,-6.15,53.21,7.84);
574,3502.93,-6.34,52.86,7.88);
575,3413.97,-6.22,51.88,8.52);
576,3436.84,-6.46,51.32,8.25);
577,3397.06,-6.33,52.28,8.14);
578,3399.03,-6.06,52.47,7.99);
579,3416.31,-6.22,52.61,8.13);
580,3476.8,-6.25,52.65,7.9);
581,3468.78,-6.14,52.88,7.88);
582,3481.08,-6.23,52.59,7.89);
583,3380.75,-6.16,52.13,8.55);
584,3438.32,-6.41,51.73,8.26);
585,3391.48,-6.29,52.25,8.19);
586,3393.58,-6.07,52.26,8.06);
587,3415.05,-6.24,52.4,8.2);
588,3464.62,-6.22,52.94,7.9);
589,3441.47,-6.14,52.9,7.88);
590,3476.03,-6.2,52.8,7.89);
591,3404.74,-6.18,52.16,8.52);
592,3443.34,-6.39,52.33,8.23);
593,3394.97,-6.27,52.53,8.17);
594,3400.65,-6.1,52.57,8.05);
595,3411.84,-6.23,52.81,8.18);
596,3479.3,-6.24,52.98,7.91);
597,3447.63,-6.14,53.23,7.89);
598,3478.6,-6.25,52.7,7.92);
599,3393.98,-6.14,52.05,8.53);
600,3444.35,-6.34,52.11,8.23);
601,3401.09,-6.26,52.11,8.2);
602,3394.28,-6.08,52.12,8.1);
603,3413.57,-6.22,52.26,8.22);
604,3459.21,-6.23,52.64,7.95);
605,3445.2,-6.18,52.7,7.95);
606,3478.3,-6.21,52.52,7.91);
607,3398.4,-6.13,52.03,8.56);
608,3438.59,-6.32,51.8,8.23);
609,3388.68,-6.25,52.15,8.21);
610,3385.44,-6.08,52.33,8.08);
611,3395.24,-6.31,52.32,8.26);
612,3457.6,-6.29,52.77,7.96);
613,3442.72,-6.21,52.75,7.94);
614,3479.58,-6.27,52.83,7.9);
615,3383.25,-6.18,52.17,8.56);
616,3457.44,-6.37,52.1,8.22);
617,3411.15,-6.24,52.44,8.17);
618,3404.13,-6.16,52.39,8.1);
619,3408.0,-6.35,52.14,8.29);
620,3465.56,-6.35,52.7,7.96);
621,3454.97,-6.27,52.76,7.97);
622,3454.64,-6.29,52.54,7.94);
623,3391.53,-6.2,52.03,8.54);
624,3465.34,-6.38,52.08,8.23);
625,3401.82,-6.31,52.24,8.2);
626,3395.89,-6.13,52.29,8.09);
627,3403.83,-6.34,52.28,8.26);
628,3461.15,-6.39,52.66,7.99);
629,3431.61,-6.34,52.62,7.97);
630,3460.63,-6.37,52.52,7.93);
631,3359.56,-6.32,51.73,8.59);
632,3450.7,-6.49,52.2,8.22);
633,3398.07,-6.37,52.66,8.12);
634,3394.72,-6.25,52.66,8.03);
635,3383.84,-6.53,52.41,8.26);
636,3434.66,-6.56,52.96,7.91);
637,3412.27,-6.54,53.15,7.9);
638,3426.63,-6.75,52.75,7.94);
639,3311.0,-6.99,51.21,8.78);
640,3211.7,-6.87,52.48,7.68);
641,3129.08,-7.07,51.78,7.83);
642,3163.05,-6.86,52.11,7.69);
643,3188.26,-7.17,51.49,7.98);
644,3246.28,-7.2,51.61,7.78);
645,3201.49,-7.12,51.54,7.8);
646,3219.73,-7.08,51.63,7.71);
647,3102.59,-6.99,50.56,8.4);
648,3174.86,-7.23,51.17,8.03);
649,3145.88,-6.92,51.58,7.88);
650,3179.65,-6.73,51.55,7.79);
651,3175.91,-7.06,50.98,8.03);
652,3262.18,-7.04,51.61,7.76);
653,3216.8,-6.96,51.42,7.77);
654,3233.37,-7.03,51.52,7.76);
655,3129.27,-6.84,51.07,8.34);
656,3172.0,-7.04,51.48,7.95);
657,3143.19,-6.86,51.56,7.87);
658,3181.17,-6.69,51.81,7.75);
659,3208.33,-6.94,51.47,7.97);
660,3271.46,-6.97,51.95,7.73);
661,3221.59,-6.92,51.64,7.78);
662,3232.51,-6.92,51.67,7.72);
663,3127.59,-6.72,51.23,8.31);
664,3171.48,-6.97,51.38,7.96);
665,3141.92,-6.74,51.36,7.89);
