2385,3262.05,-6.16,50.76,7.91);
2386,3257.5,-6.01,50.98,7.83);
2387,3259.39,-6.15,51.06,7.94);
2388,3302.1,-6.11,50.99,7.66);
2389,3313.08,-6.05,51.1,7.67);
2390,3337.94,-6.16,51.08,7.67);
2391,3226.19,-6.03,50.59,8.31);
2392,3296.12,-6.22,50.93,7.9);
2393,3243.88,-6.19,50.91,7.93);
2394,3272.15,-6.06,51.24,7.82);
2395,3246.0,-6.14,50.93,7.93);
2396,3297.62,-6.15,51.07,7.67);
2397,3309.98,-6.1,51.31,7.68);
2398,3335.31,-6.14,51.48,7.64);
2399,3232.55,-6.04,50.82,8.29);
2400,3310.53,-6.23,51.34,7.88);
2401,3240.81,-6.18,51.35,7.89);
2402,3256.44,-6.05,51.72,7.78);
2403,3247.93,-6.2,51.35,7.93);
2404,3310.64,-6.22,51.66,7.67);
2405,3309.93,-6.13,51.71,7.67);
2406,3333.27,-6.18,51.44,7.66);
2407,3218.6,-6.09,50.82,8.33);
2408,3297.27,-6.23,50.88,7.91);
2409,3254.67,-6.16,50.94,7.9);
2410,3276.67,-6.09,51.18,7.84);
2411,3266.76,-6.24,51.0,7.97);
2412,3305.58,-6.22,51.06,7.72);
2413,3298.6,-6.17,51.19,7.72);
2414,3346.04,-6.22,51.19,7.71);
2415,3244.87,-6.14,50.79,8.32);
2416,3285.41,-6.56,51.38,7.86);
2417,3268.9,-6.2,50.99,7.89);
2418,3285.22,-6.06,51.23,7.8);
2419,3252.96,-6.25,51.32,7.96);
2420,3300.71,-6.27,51.24,7.74);
2421,3301.33,-6.2,51.23,7.72);
2422,3322.58,-6.24,51.49,7.68);
2423,3226.25,-6.19,50.63,8.37);
2424,3286.78,-6.31,51.08,7.91);
2425,3258.55,-6.23,51.32,7.87);
2426,3261.35,-6.15,51.4,7.8);
2427,3255.75,-6.39,51.13,7.96);
2428,3299.29,-6.39,51.23,7.69);
2429,3277.77,-6.39,51.14,7.7);
2430,3294.94,-6.55,51.16,7.71);
2431,3177.05,-6.75,49.58,8.57);
2432,2988.69,-5.99,53.69,7.65);
2433,2919.23,-6.25,53.72,7.82);
2434,2948.84,-6.04,53.75,7.7);
2435,2945.15,-6.29,53.65,7.92);
2436,3048.62,-6.32,53.39,7.7);
2437,3048.62,-6.32,53.39,7.7);
2438,3012.72,-6.16,53.66,7.64);
2439,2709.31,-6.17,52.25,8.42);
2440,2949.75,-6.29,53.45,7.91);
2441,2914.37,-6.09,53.72,7.79);
2442,2955.13,-5.95,53.84,7.72);
2443,2955.58,-6.23,53.44,7.95);
2444,3046.54,-6.17,53.75,7.72);
2445,2970.68,-6.06,53.54,7.71);
2446,3015.8,-6.17,53.27,7.72);
2447,2731.71,-6.06,52.27,8.38);
2448,2946.11,-6.14,53.7,7.83);
2449,2910.65,-6.02,53.5,7.83);
2450,2956.27,-5.86,53.44,7.72);
2451,2945.92,-6.09,53.31,7.89);
2452,3035.37,-6.12,53.51,7.73);
2453,2976.16,-6.01,52.72,7.78);
2454,3016.26,-6.09,53.26,7.72);
2455,2728.89,-5.92,51.82,8.4);
2456,2939.35,-6.1,53.33,7.9);
2457,2924.59,-5.9,53.5,7.81);
2458,2954.43,-5.71,53.47,7.7);
2459,2950.49,-5.99,53.4,7.91);
2460,3028.66,-6.06,53.26,7.72);
2461,2966.67,-5.9,53.18,7.72);
2462,3009.34,-6.04,53.24,7.75);
2463,2738.51,-5.93,52.06,8.4);
2464,2939.48,-5.97,53.46,7.85);
2465,2909.94,-5.83,53.55,7.78);
2466,2945.68,-5.67,53.24,7.72);
2467,2925.54,-5.91,53.39,7.87);
2468,3032.37,-5.89,53.53,7.65);
2469,2948.3,-5.9,52.95,7.76);
2470,3009.06,-6.02,52.87,7.77);
2471,2725.56,-5.84,51.63,8.41);
2472,2943.4,-5.91,53.14,7.84);
2473,2922.99,-5.73,53.33,7.79);
2474,2960.32,-5.58,53.3,7.68);
2475,2955.07,-5.77,53.18,7.84);
2476,3028.83,-5.81,53.33,7.66);
2477,2974.44,-5.79,52.98,7.73);
2478,3013.28,-5.9,52.7,7.75);
2479,2733.57,-5.81,51.5,8.43);
2480,2938.34,-5.9,53.16,7.88);
2481,2915.21,-5.68,53.33,7.78);
2482,2961.67,-5.52,53.28,7.68);
2483,2946.19,-5.77,53.55,7.83);
2484,3034.32,-5.77,53.4,7.63);
2485,2969.24,-5.69,53.09,7.67);
2486,3026.83,-5.9,53.13,7.72);
2487,2747.78,-5.78,51.74,8.41);
2488,2953.48,-5.89,53.24,7.88);
2489,2930.12,-5.66,53.67,7.79);
2490,2972.27,-5.48,53.72,7.62);
2491,2957.51,-5.7,53.64,7.8);
2492,3037.78,-5.73,53.28,7.63);
2493,2986.49,-5.65,53.22,7.62);
2494,3018.38,-5.83,52.82,7.67);
2495,2740.43,-5.76,51.34,8.41);
2496,2944.45,-5.96,52.04,7.98);
2497,2916.65,-5.75,52.58,7.89);
2498,2980.33,-5.5,52.99,7.72);
2499,2959.68,-5.7,53.18,7.86);
2500,3057.83,-5.68,53.31,7.63);
2501,3009.58,-5.58,53.07,7.64);
2502,3039.13,-5.69,53.08,7.67);
2503,2736.79,-5.64,51.59,8.37);
2504,2983.56,-5.92,52.9,7.98);
2505,2949.74,-5.75,53.11,7.9);
2506,2995.85,-5.52,53.16,7.78);
2507,2986.93,-5.71,53.07,7.9);
2508,3078.97,-5.67,53.26,7.66);
2509,3010.76,-5.6,53.35,7.68);
2510,3065.15,-5.68,53.0,7.68);
2511,2742.85,-5.56,51.33,8.37);
2512,2994.98,-5.88,53.04,7.94);
2513,2977.64,-5.68,52.81,7.94);
2514,3019.41,-5.54,53.05,7.8);
2515,2995.53,-5.7,53.08,7.94);
2516,3094.98,-5.69,53.22,7.68);
2517,3042.48,-5.61,53.24,7.68);
2518,3091.15,-5.7,53.14,7.71);
2519,2755.93,-5.63,51.81,8.39);
2520,3021.49,-5.83,53.17,7.95);
2521,2982.81,-5.7,53.27,7.93);
2522,3038.58,-5.53,53.34,7.82);
2523,3035.92,-5.69,53.61,7.92);
2524,3121.29,-5.69,53.51,7.7);
2525,3057.31,-5.66,53.45,7.72);
2526,3098.88,-5.67,53.58,7.7);
2527,2767.82,-5.57,51.98,8.35);
2528,3030.01,-5.8,53.28,7.96);
2529,2981.82,-5.7,53.12,7.92);
2530,3025.94,-5.52,53.08,7.81);
2531,3010.05,-5.71,52.98,7.98);
2532,3105.51,-5.72,53.23,7.74);
2533,3041.26,-5.65,52.88,7.75);
2534,3098.9,-5.68,53.31,7.73);
2535,1420.12,-6.64,42.94,8.99);
2536,3021.2,-5.77,53.03,7.95);
2537,2996.76,-5.66,53.05,7.94);
2538,3026.68,-5.56,52.97,7.88);
2539,3022.11,-5.74,52.93,8.01);
2540,3097.66,-5.72,53.01,7.78);
2541,3031.87,-5.75,52.96,7.8);
2542,3074.01,-5.73,53.26,7.78);
2543,2717.28,-5.61,51.57,8.44);
2544,3008.17,-5.83,53.26,7.98);
2545,2971.87,-5.73,53.28,7.97);
2546,3027.78,-5.58,53.54,7.84);
2547,3005.28,-5.79,53.38,8.02);
2548,3091.12,-5.83,53.6,7.79);
2549,3028.29,-5.83,53.44,7.79);
2550,3072.38,-5.78,53.5,7.74);
2551,2715.94,-5.78,51.55,8.47);
2552,3002.63,-5.97,53.26,8.0);
2553,2980.75,-5.79,53.49,7.91);
2554,3020.49,-5.71,53.36,7.85);
2555,2998.39,-5.99,53.07,8.02);
2556,3083.28,-5.97,53.25,7.76);
2557,3024.01,-6.11,53.22,7.78);
2558,3065.06,-6.21,52.95,7.79);
2559,2701.62,-6.58,52.04,8.16);
2560,2701.62,-6.58,52.04,8.16);
2561,3312.37,-6.63,55.43,7.88);
2562,3228.86,-6.96,54.71,7.87);
2563,3272.9,-7.36,54.13,8.23);
2564,3416.27,-7.11,54.54,7.99);
2565,3392.87,-6.99,54.64,7.99);
2566,3309.87,-7.1,54.07,8.0);
2567,3020.62,-7.24,52.14,8.64);
2568,3391.27,-7.33,53.57,8.31);
2569,3345.89,-6.91,54.25,8.07);
2570,3307.54,-6.71,53.88,8.03);
2571,3341.41,-6.86,53.75,8.26);
2572,3484.11,-6.85,54.42,7.97);
2573,3440.42,-6.77,54.23,7.99);
2574,3362.16,-6.89,53.71,8.06);
2575,3252.08,-6.56,52.99,8.62);
2576,3455.87,-6.63,54.32,8.22);
2577,3398.65,-6.35,54.43,8.08);
2578,3360.8,-6.25,54.51,7.98);
2579,3409.4,-6.45,54.76,8.19);
2580,3524.77,-6.48,55.04,7.96);
2581,3491.77,-6.58,54.81,7.97);
2582,3416.32,-6.47,53.94,8.01);
2583,3325.88,-6.23,53.85,8.58);
2584,3499.57,-6.43,54.55,8.24);
2585,3439.57,-6.15,54.82,8.03);
2586,3411.93,-5.97,54.88,7.94);
2587,3458.98,-6.22,54.62,8.17);
2588,3572.87,-6.24,54.71,7.95);
2589,3521.74,-6.16,54.84,7.95);
2590,3454.36,-6.31,53.85,8.0);
2591,3373.72,-6.03,53.45,8.58);
2592,3540.91,-6.23,54.33,8.2);
2593,3473.46,-5.92,54.74,8.03);
2594,3442.49,-5.82,54.6,7.94);
2595,3472.42,-6.03,54.6,8.14);
2596,3586.82,-6.06,54.79,7.9);
2597,3540.28,-6.07,54.46,7.96);
2598,3454.7,-6.2,53.23,8.04);
2599,3374.2,-5.91,53.2,8.57);
2600,3568.92,-6.12,54.29,8.18);
2601,3516.81,-5.8,54.78,7.99);
2602,3465.38,-5.68,54.7,7.93);
2603,3501.09,-5.9,54.69,8.1);
2604,3635.69,-5.99,55.03,7.87);
2605,3565.18,-5.9,54.51,7.94);
2606,3497.59,-6.08,53.71,7.98);
2607,3415.14,-5.86,53.26,8.57);
2608,3586.63,-6.1,54.15,8.21);
2609,3536.62,-5.74,54.88,7.99);
2610,3506.17,-5.64,54.48,7.89);
2611,3527.75,-5.86,54.38,8.12);
2612,3634.85,-5.9,54.66,7.87);
2613,3576.23,-5.86,54.46,7.9);
2614,3492.37,-6.05,53.13,7.99);
2615,3429.72,-5.83,52.71,8.6);
2616,3599.26,-6.02,53.4,8.24);
2617,3531.76,-5.72,54.11,8.01);
2618,3503.76,-5.56,54.18,7.91);
2619,3530.84,-5.77,54.1,8.08);
2620,3621.07,-5.83,54.28,7.84);
2621,3571.92,-5.79,54.38,7.84);
2622,3464.66,-6.0,52.97,7.93);
2623,3424.33,-5.82,52.26,8.59);
2624,3588.51,-6.16,52.78,8.28);
2625,3543.57,-5.87,53.31,8.08);
2626,3515.88,-5.66,53.7,7.95);
2627,3559.6,-5.82,53.82,8.11);
2628,3660.26,-5.9,53.97,7.86);
2629,3603.39,-5.78,53.99,7.87);
2630,3456.84,-5.97,52.76,7.91);
2631,3447.78,-5.76,52.03,8.58);
2632,3605.08,-6.11,52.74,8.3);
2633,3534.26,-5.79,53.28,8.11);
2634,3519.1,-5.67,53.27,8.01);
2635,3544.8,-5.87,53.43,8.17);
2636,3636.48,-5.85,53.84,7.9);
2637,3577.38,-5.79,53.79,7.89);
2638,3443.86,-5.96,52.82,7.91);
2639,3449.43,-5.77,52.31,8.57);
2640,3604.22,-6.09,53.02,8.29);
2641,3513.43,-6.0,53.22,8.09);
2642,3498.32,-5.67,53.61,8.01);
2643,3523.49,-5.85,53.64,8.16);
2644,3610.18,-5.88,54.02,7.89);
2645,3562.36,-5.82,53.94,7.88);
2646,3418.29,-5.98,52.82,7.93);
2647,3441.69,-5.72,52.48,8.55);
2648,3590.55,-6.05,52.81,8.26);
2649,3523.04,-5.81,53.25,8.14);
2650,3481.03,-5.69,52.84,8.04);
2651,3516.1,-5.82,53.06,8.18);
2652,3613.18,-5.9,53.84,7.91);
2653,3555.75,-5.84,53.32,7.94);
2654,3214.96,-7.03,51.47,7.98);
2655,3432.2,-5.71,52.22,8.57);
2656,3584.93,-6.07,52.82,8.29);
2657,3477.28,-5.81,53.23,8.15);
2658,3467.78,-5.71,53.17,8.05);
2659,3489.2,-5.91,53.17,8.22);
2660,3589.96,-5.96,53.44,7.95);
2661,3550.1,-5.88,53.47,7.93);
2662,3391.39,-5.98,52.54,7.91);
2663,3425.81,-5.8,52.02,8.59);
2664,3578.83,-6.1,53.06,8.24);
2665,3500.77,-5.82,53.29,8.08);
2666,3482.09,-5.75,53.07,8.03);
2667,3497.08,-5.96,53.09,8.21);
2668,3592.85,-6.01,53.48,7.95);
2669,3529.17,-5.96,53.43,7.95);
2670,3394.74,-6.06,52.48,7.95);
2671,3428.91,-5.83,52.15,8.58);
2672,3593.46,-6.17,52.72,8.27);
2673,3497.86,-5.87,52.8,8.12);
2674,3469.62,-5.75,52.88,8.03);
2675,3483.71,-6.0,52.59,8.23);
2676,3567.98,-6.05,53.22,7.99);
2677,3515.64,-6.02,53.1,7.97);
2678,3365.49,-6.11,52.1,7.93);
2679,3389.39,-5.96,51.78,8.62);
2680,3561.43,-6.22,52.53,8.29);
2681,3481.41,-5.95,52.92,8.09);
2682,3458.97,-5.87,52.55,8.04);
2683,3459.49,-6.1,52.41,8.24);
2684,3558.78,-6.2,53.1,7.95);
2685,3491.97,-6.23,52.94,7.98);
2686,3321.64,-6.45,51.67,8.01);
2687,3309.75,-6.61,49.98,8.9);
2688,3350.21,-6.52,55.4,7.54);
2689,3019.35,-6.79,54.44,7.73);
2690,3242.22,-6.4,55.41,7.52);
2691,3255.48,-6.71,55.01,7.8);
2692,3279.51,-6.78,54.68,7.64);
2693,3293.79,-6.74,54.77,7.66);
2694,3295.4,-6.64,54.69,7.55);
2695,3164.58,-6.56,53.74,8.24);
2696,3282.19,-6.82,54.35,7.92);
2697,3035.68,-6.61,53.97,7.79);
2698,3240.16,-6.32,54.62,7.61);
2699,3236.21,-6.63,54.4,7.86);
2700,3275.04,-6.63,54.48,7.65);
2701,3303.2,-6.58,54.78,7.64);
2702,3302.66,-6.6,54.67,7.62);
2703,3186.49,-6.43,53.83,8.23);
2704,3279.49,-6.66,54.69,7.85);
2705,3039.07,-6.57,53.77,7.81);
2706,3244.75,-6.22,54.86,7.61);
2707,3243.55,-6.59,54.18,7.94);
2708,3291.06,-6.55,54.65,7.64);
2709,3304.98,-6.48,54.7,7.64);
2710,3306.33,-6.47,54.9,7.58);
2711,3178.48,-6.3,53.95,8.22);
2712,3279.75,-6.64,54.56,7.9);
2713,3025.61,-6.43,53.76,7.8);
2714,3231.21,-6.11,55.02,7.59);
2715,3244.45,-6.35,54.46,7.82);
2716,3277.99,-6.48,54.42,7.69);
2717,3280.5,-6.39,54.43,7.62);
2718,3286.17,-6.42,54.42,7.61);
2719,3166.8,-6.26,53.65,8.26);
2720,3303.24,-6.48,54.3,7.86);
2721,3042.46,-6.32,53.68,7.76);
2722,3241.72,-6.03,54.87,7.6);
2723,3235.44,-6.29,54.32,7.81);
2724,3269.64,-6.37,54.34,7.62);
2725,3293.23,-6.35,54.43,7.65);
2726,3303.01,-6.36,54.23,7.62);
2727,3187.48,-6.19,53.74,8.22);
2728,3309.02,-6.43,54.34,7.86);
2729,3042.43,-6.23,53.81,7.74);
2730,3252.47,-5.94,54.91,7.58);
2731,3265.64,-6.17,54.98,7.75);
2732,3299.8,-6.3,54.65,7.62);
2733,3299.61,-6.26,54.57,7.6);
2734,3314.71,-6.33,54.51,7.61);
2735,3189.54,-6.2,53.72,8.28);
2736,3305.68,-6.41,54.27,7.86);
2737,3050.56,-6.14,53.6,7.73);
2738,3263.89,-5.88,54.55,7.56);
2739,3271.4,-6.09,54.36,7.78);
2740,3309.78,-6.18,54.31,7.6);
2741,3311.5,-6.12,54.23,7.59);
2742,3314.52,-6.22,54.22,7.61);
2743,3187.74,-6.08,53.14,8.32);
2744,3307.12,-6.34,54.05,7.87);
2745,3046.14,-6.08,53.42,7.75);
2746,3262.25,-5.82,54.64,7.57);
2747,3267.72,-6.0,54.64,7.76);
2748,3311.04,-6.15,54.5,7.56);
2749,3308.18,-6.05,54.56,7.56);
2750,3320.71,-6.21,54.33,7.57);
2751,3184.97,-6.06,52.97,8.26);
2752,3290.71,-6.4,53.36,7.96);
2753,3009.63,-6.21,53.03,7.81);
2754,3245.97,-5.87,54.38,7.65);
2755,3271.55,-6.05,54.29,7.81);
2756,3295.84,-6.13,54.12,7.62);
2757,3322.62,-5.98,54.38,7.6);
2758,3318.77,-6.07,54.28,7.59);
2759,3198.21,-5.98,53.39,8.3);
2760,3313.28,-6.32,54.12,7.98);
2761,2234.69,-7.17,48.63,8.07);
2762,3276.39,-5.88,54.2,7.71);
2763,3277.89,-6.04,54.07,7.82);
2764,3277.89,-6.04,54.07,7.82);
2765,3327.89,-6.0,54.55,7.57);
2766,3350.46,-6.05,54.68,7.57);
2767,3194.31,-6.0,53.56,8.3);
2768,3331.79,-6.3,54.18,7.97);
2769,3053.24,-6.16,53.11,7.87);
2770,3288.24,-5.88,54.45,7.71);
2771,3292.79,-6.04,54.29,7.87);
2772,3330.12,-6.13,54.49,7.67);
2773,3345.38,-6.0,54.58,7.64);
2774,3340.45,-6.09,54.31,7.64);
2775,3216.17,-5.97,53.55,8.31);
2776,3344.53,-6.28,54.13,7.97);
2777,3063.86,-6.16,52.72,7.92);
2778,3293.11,-5.89,54.17,7.76);
2779,3303.35,-6.02,54.16,7.92);
2780,3338.39,-6.15,54.29,7.71);
2781,3345.17,-6.03,54.39,7.68);
2782,3358.76,-6.09,54.41,7.65);
2783,3221.57,-5.92,53.62,8.31);
2784,3372.12,-6.29,53.76,7.99);
2785,3085.31,-6.16,53.15,7.9);
2786,3300.73,-5.92,54.28,7.75);
2787,3327.75,-6.09,54.26,7.93);
2788,3352.76,-6.22,54.48,7.74);
2789,3366.75,-6.06,54.61,7.66);
2790,3392.89,-6.15,54.55,7.63);
2791,3392.89,-6.15,54.55,7.63);
2792,3368.16,-6.36,54.57,7.94);
2793,3083.96,-6.16,53.1,7.88);
2794,3308.78,-5.98,54.57,7.78);
2795,3303.57,-6.16,54.33,7.96);
2796,3350.89,-6.23,54.64,7.72);
2797,3336.5,-6.14,54.55,7.7);
2798,3337.88,-6.18,54.72,7.66);
2799,3216.55,-6.03,53.66,8.31);
2800,3362.23,-6.36,54.28,7.99);
2801,3065.23,-6.22,53.06,7.91);
2802,3303.09,-5.97,54.31,7.76);
2803,3301.64,-6.21,54.32,7.96);
2804,3332.15,-6.33,54.25,7.77);
2805,3333.98,-6.22,54.65,7.71);
2806,3334.55,-6.24,54.59,7.64);
2807,3195.51,-6.16,53.38,8.36);
2808,3348.03,-6.51,54.37,8.0);
2809,3072.69,-6.28,53.1,7.87);
2810,3285.95,-6.1,54.47,7.76);
2811,3286.14,-6.35,54.08,7.95);
2812,3313.03,-6.47,54.6,7.69);
2813,3314.61,-6.4,54.36,7.66);
2814,3324.47,-6.56,54.41,7.63);
2815,3172.9,-6.55,52.33,8.38);
2816,3180.32,-6.96,52.4,7.84);
2817,3189.27,-6.76,52.32,7.77);
2818,3014.35,-7.4,52.18,7.91);
2819,3119.74,-6.96,52.15,7.96);
2820,3177.96,-7.02,52.15,7.82);
2821,3141.67,-6.96,52.34,7.83);
2822,3148.31,-6.88,52.37,7.75);
2823,3086.77,-6.82,51.76,8.42);
2824,3146.16,-7.1,52.0,8.11);
2825,3199.36,-6.63,52.34,7.84);
2826,3086.65,-6.56,52.06,7.82);
2827,3122.53,-6.89,52.26,8.04);
2828,3209.18,-6.89,52.59,7.79);
2829,3168.76,-6.8,52.61,7.79);
2830,3183.27,-6.86,52.42,7.76);
2831,3103.84,-6.69,51.86,8.39);
2832,3128.59,-6.98,52.47,8.03);
2833,3128.59,-6.98,52.47,8.03);
2834,3069.49,-6.47,51.91,7.82);
2835,3136.84,-6.76,52.65,7.98);
2836,3208.6,-6.82,52.47,7.8);
2837,3161.54,-6.75,52.34,7.83);
2838,3189.71,-6.76,52.56,7.74);
2839,3115.55,-6.61,51.96,8.37);
2840,3136.99,-6.93,52.22,8.07);
2841,3185.75,-6.48,52.48,7.83);
2842,3071.69,-6.38,52.16,7.78);
2843,3116.33,-6.68,52.24,7.98);
2844,3179.72,-6.75,52.33,7.79);
2845,3161.5,-6.7,52.34,7.79);
2846,3167.62,-6.72,52.28,7.75);
2847,3097.0,-6.58,51.81,8.37);
2848,3136.59,-6.81,52.32,8.04);
2849,3177.3,-6.37,52.69,7.79);
2850,3083.31,-6.27,52.52,7.75);
2851,3124.95,-6.57,52.61,7.94);
2852,3186.56,-6.63,52.95,7.72);
2853,3157.55,-6.6,52.58,7.78);
2854,3166.58,-6.65,52.43,7.73);
2855,3086.73,-6.48,51.79,8.36);
2856,3136.89,-6.76,52.27,8.02);
2857,3136.89,-6.76,52.27,8.02);
2858,3106.7,-6.18,52.24,7.72);
2859,3132.42,-6.48,52.51,7.91);
2860,3212.83,-6.56,52.52,7.73);
2861,3163.52,-6.5,52.31,7.76);
2862,3178.58,-6.55,52.41,7.72);
2863,3114.8,-6.45,51.64,8.35);
2864,3135.2,-7.12,52.75,8.01);
2865,3167.46,-6.25,52.75,7.73);
2866,3096.69,-6.16,52.37,7.73);
2867,3139.42,-6.39,52.34,7.95);
2868,3197.48,-6.49,52.49,7.72);
2869,3177.56,-6.42,52.55,7.72);
2870,3193.76,-6.54,52.27,7.73);
2871,3105.73,-6.4,51.69,8.39);
2872,3167.24,-6.71,52.22,8.03);
2873,3199.2,-6.22,52.59,7.77);
2874,3112.23,-6.11,52.35,7.72);
2875,3133.35,-6.38,52.68,7.9);
2876,3214.09,-6.42,52.79,7.66);
2877,3187.97,-6.41,52.8,7.68);
2878,3196.42,-6.5,52.4,7.69);
2879,3115.93,-6.38,51.41,8.37);
2880,3148.93,-6.73,51.51,8.1);
2881,3181.47,-6.32,52.1,7.84);
2882,3109.78,-6.12,52.16,7.77);
2883,3158.16,-6.36,52.55,7.92);
2884,3225.18,-6.4,52.94,7.71);
2885,3192.4,-6.33,52.75,7.7);
2886,3195.76,-6.38,52.81,7.69);
2887,3138.38,-6.33,52.12,8.36);
2888,3186.93,-6.67,52.26,8.08);
2889,3174.5,-6.31,52.73,7.87);
2890,3134.06,-6.14,52.46,7.79);
2891,3164.77,-6.38,52.72,7.96);
2892,3243.2,-6.4,52.95,7.73);
2893,3223.41,-6.32,53.17,7.72);
2894,3219.7,-6.4,52.97,7.69);
2895,3139.84,-6.33,52.29,8.37);
2896,3200.75,-6.7,52.37,8.08);
2897,3198.28,-6.69,53.64,7.84);
2898,3133.87,-6.17,52.28,7.79);
2899,3180.9,-6.4,52.69,7.97);
2900,3245.87,-6.39,52.95,7.71);
2901,3233.22,-6.33,52.96,7.74);
2902,3232.65,-6.38,52.75,7.7);
2903,3156.21,-6.25,52.34,8.35);
2904,3226.45,-6.59,52.48,8.07);
2905,3218.9,-6.25,52.69,7.89);
2906,3158.38,-6.17,52.65,7.83);
2907,3205.4,-6.38,53.05,7.99);
2908,3277.12,-6.45,53.13,7.76);
2909,3237.55,-6.36,53.38,7.76);
2910,3241.39,-6.38,53.32,7.68);
2911,3160.54,-6.27,52.6,8.35);
2912,3269.39,-6.62,52.83,8.04);
2913,3247.73,-6.29,53.23,7.86);
2914,3175.88,-6.15,52.96,7.8);
2915,3216.21,-6.44,52.93,8.0);
2916,3278.93,-6.46,53.41,7.76);
2917,3255.64,-6.37,53.29,7.74);
2918,3260.1,-6.36,53.35,7.68);
2919,3177.38,-6.28,52.73,8.35);
2920,3253.29,-6.62,53.06,8.03);
2921,3236.16,-6.26,52.96,7.88);
2922,3181.09,-6.19,52.7,7.84);
2923,3233.99,-6.47,53.01,8.02);
2924,3281.91,-6.46,53.42,7.76);
2925,3250.15,-6.4,53.16,7.75);
2926,3247.08,-6.44,53.36,7.68);
2927,3176.09,-6.33,52.7,8.35);
2928,3247.58,-6.68,52.82,8.05);
2929,3237.35,-6.33,53.07,7.87);
2930,3170.98,-6.18,52.9,7.81);
2931,3204.18,-6.53,52.92,8.02);
2932,3267.86,-6.55,53.48,7.78);
2933,3236.78,-6.49,53.33,7.75);
2934,3229.93,-6.49,53.43,7.7);
2935,3168.65,-6.47,52.79,8.34);
2936,3247.0,-6.76,52.99,8.05);
2937,3244.56,-6.42,53.23,7.78);
2938,3131.54,-6.67,54.13,7.76);
2939,3204.58,-6.63,53.07,7.94);
2940,3262.2,-6.67,53.35,7.7);
2941,3226.06,-6.66,53.32,7.71);
2942,3220.49,-6.75,53.22,7.68);
2943,3123.36,-6.96,51.34,8.54);
2944,3281.69,-6.53,52.77,7.98);
2945,3130.75,-6.47,52.37,7.97);
2946,3161.78,-6.33,52.69,7.89);
2947,3144.97,-6.64,52.39,8.16);
2948,3193.43,-6.67,52.37,7.94);
2949,3207.89,-6.57,52.43,7.94);
2950,3258.84,-6.56,52.96,7.84);
2951,3157.86,-6.28,51.59,8.48);
2952,3308.25,-6.69,52.21,8.23);
2953,3205.89,-6.31,52.65,8.0);
2954,3218.92,-6.23,52.62,7.93);
2955,3223.18,-6.53,52.62,8.16);
2956,3288.26,-6.51,52.74,7.92);
2957,3272.67,-6.45,52.76,7.91);
2958,3328.05,-6.48,52.71,7.83);
2959,3249.58,-6.7,52.8,8.2);
2960,3371.89,-6.56,52.45,8.12);
2961,3262.71,-6.25,52.56,8.01);
2962,3265.13,-6.12,52.55,7.93);
2963,3272.05,-6.36,52.5,8.13);
2964,3318.93,-6.45,52.58,7.93);
2965,3310.85,-6.37,52.44,7.96);
2966,3355.0,-6.37,52.56,7.9);
2967,3264.11,-6.09,51.36,8.51);
2968,3400.73,-6.47,52.39,8.2);
2969,3286.45,-6.11,52.5,8.01);
2970,3321.96,-5.98,52.51,7.91);
2971,3296.11,-6.28,52.53,8.15);
2972,3345.31,-6.34,52.21,7.94);
2973,3358.03,-6.22,52.5,7.9);
2974,3382.2,-6.31,52.69,7.9);
2975,3292.89,-6.03,51.6,8.52);
2976,3428.55,-6.37,52.2,8.18);
2977,3325.67,-6.03,52.49,7.97);
2978,3355.34,-5.9,52.77,7.92);
2979,3336.18,-6.14,52.54,8.12);
2980,3387.04,-6.22,52.6,7.89);
2981,3387.21,-6.16,52.48,7.94);
2982,3417.17,-6.23,52.54,7.9);
2983,3322.84,-5.96,51.31,8.5);
2984,3472.5,-6.28,52.27,8.18);
2985,3371.32,-5.95,52.38,8.01);
2986,3393.03,-5.85,52.34,7.94);
2987,3363.28,-6.03,52.48,8.12);
2988,3414.56,-6.15,52.24,7.92);
2989,3407.24,-6.09,52.28,7.93);
2990,3447.01,-6.17,52.59,7.89);
2991,3341.76,-5.93,51.23,8.54);
2992,3486.93,-6.22,52.18,8.18);
2993,3396.38,-5.88,52.54,7.97);
2994,3428.0,-5.75,52.46,7.91);
2995,3397.72,-6.03,52.5,8.04);
2996,3397.72,-6.03,52.5,8.04);
2997,3443.82,-6.02,52.63,7.85);
2998,3478.4,-6.12,52.68,7.89);
2999,3379.05,-5.88,51.61,8.51);
3000,3527.02,-6.21,52.37,8.19);
3001,3409.97,-5.83,52.82,7.96);
3002,3433.32,-5.7,52.47,7.9);
3003,3393.86,-5.93,52.53,8.08);
3004,3436.05,-6.0,52.62,7.85);
3005,3439.55,-5.91,52.47,7.85);
3006,3467.07,-6.06,52.23,7.87);
3007,3360.65,-5.88,50.97,8.54);
3008,3503.68,-6.27,51.46,8.26);
3009,3376.61,-5.92,52.29,8.03);
3010,3408.98,-5.76,52.4,7.96);
3011,3395.42,-5.95,52.48,8.1);
3012,3445.32,-6.02,52.8,7.88);
3013,3436.69,-5.92,52.74,7.87);
3014,3482.32,-5.97,52.9,7.84);
3015,3360.59,-5.81,51.62,8.53);
3016,3519.0,-6.24,52.25,8.27);
3017,3392.31,-5.91,52.54,8.07);
3018,3410.36,-5.77,52.51,8.01);
3019,3379.12,-5.94,52.28,8.18);
3020,3449.05,-6.03,52.75,7.9);
