174.300000	1.548817E-03
166.000000	2.018366E-03
157.700000	2.213095E-03
149.400000	2.630268E-03
141.100000	2.884032E-03
132.800000	3.090295E-03
124.500000	3.349654E-03
116.200000	3.548134E-03
107.900000	3.801894E-03
99.600000	3.981072E-03
91.300000	4.216965E-03
83.000000	4.265795E-03
74.700000	4.216965E-03
66.400000	2.985383E-03
66.400000	2.344229E-03
74.700000	1.148154E-03
83.000000	8.609938E-04
91.300000	7.161434E-04
99.600000	6.531306E-04
107.900000	6.237348E-04
116.200000	6.237348E-04
124.500000	6.237348E-04
132.800000	6.456542E-04
141.100000	6.683439E-04
149.400000	7.161434E-04
157.700000	8.511380E-04
166.000000	8.912509E-04
174.300000	1.161449E-03
